('I Met a Girl', 'William Michael Morgan') ,46
('The Arms of Orion', 'Prince') ,48
('Groove Thang', 'Zhan') ,38
('One Night At A Time', 'George Strait') ,41
('The Way I Live - Main Explicit', 'Baby Boy Da Prince') ,84
('Buddy X', 'Neneh Cherry') ,37
('Rise', 'Katy Perry') ,33
('Dont Wanna Go Home', 'Dexter French') ,29
('I Wanna Get Back With You', 'Tom Jones') ,71
('Hearts That Cant Be Tamed', 'Nik Ammar') ,39
('Caught Up', 'Usher') ,52
('Thinkin Bout You', 'Frank Ocean') ,43
('Startender (feat. Offset and Tyga)', 'A Boogie Wit da Hoodie') ,7
('Lost Without U', 'Robin Thicke') ,48
('So Help Me Girl', 'Gary Barlow') ,51
('I Need A Hot Girl', 'Hot Boys') ,99
('Sitting, Waiting, Wishing', 'Jack Johnson') ,50
('Unwell', 'Matchbox Twenty') ,53
('Scars To Your Beautiful', 'Alessia Cara') ,55
('Dreamer - Janice Robinson Vocal', "Livin' Joy") ,0
('Do You Sleep?', 'Lisa Loeb & Nine Stories') ,36
('Beautiful Mess', 'Diamond Rio') ,46
('For The First Time', 'Darius Rucker') ,64
("He Didn't Have to Be", 'Brad Paisley') ,65
('Take You Out - Radio Edit', 'Luther Vandross') ,57
('Girl Like You', 'Jason Aldean') ,55
('Im Moving To SA', 'D Lo Tha Krooked') ,0
('Simon Says', 'Pharoahe Monch') ,54
('My Wish', 'Rascal Flatts') ,52
('Armed And Dangerous', 'Juice WRLD') ,5
('Dance with Me', '112') ,46
('Rock The Party', 'Benzino') ,70
('Dont You Worry Child - acoustic', 'Tiffany Alvord') ,37
('Blowing Kisses In The Wind', 'Paula Abdul') ,44
('Heaven', 'Kane Brown') ,41
('Cruise', 'Florida Georgia Line') ,57
('Gd Up', 'West Dour') ,75
('Didnt I (Blow Your Mind This Time)', 'Jimmy Ruffin') ,237
('Every Other Time - Radio Edit & Album Version', 'LFO') ,0
('As We Lay', 'Shirley Murdock') ,44
('Owe Me', 'Big Sean') ,114
('Better Than I Know Myself', 'Adam Lambert') ,61
('Nann Nigga', 'Trick Daddy') ,76
('Let Me Let Go', 'Faith Hill') ,59
('Team', 'Lorde') ,56
('Give It to Me', 'Agust D') ,12
('Chrome', 'Trace Adkins') ,33
('By The Way', 'Red Hot Chili Peppers') ,38
("Why Can't You Come Home", 'Ex-Girlfriend') ,62
('Party Rock Anthem', 'LMFAO') ,48
('Dont Stop Movin', 'X & Hell') ,92
('Fields Of Gold', 'Sting') ,36
('Cowboy Take Me Away', 'Dixie Chicks') ,34
('Hey Luv (Anything) - Unedited Version', 'Mobb Deep') ,94
('Going Bad (feat. Drake)', 'Meek Mill') ,4
('thank u, next', 'Ariana Grande') ,62
('You Only Have To Say You Love Me (Almighty Anthem Radio Edit)', 'Hannah Jones') ,0
('Come with Me Now', 'KONGOS') ,45
("I Don't Wanna See You", 'Michael Morales') ,151
('Emotional', 'Carl Thomas') ,47
('Twilight Zone', '2 Unlimited') ,36
('Missing - 2013 Remaster', 'Everything But The Girl') ,254
('Me And My Broken Heart', 'Rixton') ,45
('She Was a Lady', 'Dave Coppock') ,217
('Country Boy', 'Alan Jackson') ,39
('No Diggity', 'Blackstreet') ,84
('My Love Is Your Love', 'Whitney Houston') ,1
('Stand', 'Poison') ,32
('Im So Upset', 'Death Magnet') ,230
('Lonely Boy', 'The Black Keys') ,23
('Im Not The Only One', "Scott Bradlee's Postmodern Jukebox") ,53
('Voices', 'Chris Young') ,61
('Housecall', 'Shabba Ranks') ,72
('Bad Boys (Theme from COPS)', 'Inner Circle') ,38
('The Story Of Us', 'Taylor Swift') ,72
('Slow And Easy', 'Zapp') ,50
('The World I Know', 'Collective Soul') ,26
('Over You', 'Daughtry') ,60
('What Makes It Easy', 'Failure') ,24
('Get Up On It', 'Kut Klose') ,56
('I Wanna Make You Close Your Eyes', 'Dierks Bentley') ,56
('Come & Get It', 'Selena Gomez') ,38
('Blow Me (One Last Kiss)', 'P!nk') ,68
('No Smoke', 'YoungBoy Never Broke Again') ,63
('Hold It Against Me', 'Britney Spears') ,47
('Come Inside', 'Intro') ,61
('New Rules', 'Dua Lipa') ,52
('Falsetto', 'The-Dream') ,63
('The Bomb! (These Sounds Fall Into My Mind)', 'The Bucketheads') ,4
('All The Way Up', 'Fat Joe') ,53
('Angel', 'Natasha Bedingfield') ,59
('The Winner Takes It All', 'ABBA') ,54
('Special', 'Garbage') ,42
('As If', 'Sara Evans') ,52
('Rainbow', 'Kacey Musgraves') ,41
('Californication', 'Red Hot Chili Peppers') ,51
('Make Me Proud', 'Drake') ,94
('Ready (feat. Gunna)', 'Lil Baby') ,7
('How Can We Be Lovers', 'Michael Bolton') ,44
('No Ordinary Love', 'Sade') ,28
('Feel No Ways', 'Drake') ,60
('Green Light', 'Lorde') ,50
('By the Time This Night Is Over', 'Kenny G') ,39
('Get Buck', 'Young Buck') ,75
('Youre Not Alone', 'Owl City') ,49
('Sober', 'Demi Lovato') ,51
('Five More Minutes', 'Scotty McCreery') ,52
('Chained To The Rhythm', 'Katy Perry') ,45
('Die A Happy Man', 'Thomas Rhett') ,57
('There You Have It', 'BlackHawk') ,49
('Strawberry Wine', 'Deana Carter') ,43
("Last Night's Letter", 'K-Ci & JoJo') ,45
('Stand Up (Kick Love Into Motion)', 'Def Leppard') ,61
('One Thing', 'One Direction') ,46
('When Will I See You Smile Again?', 'Bell Biv DeVoe') ,56
('Forever More', 'Stevie B') ,55
('Dont Stop The Party', 'The Black Eyed Peas') ,59
('Pyramid Song', 'Radiohead') ,18
('Go Flex', 'Post Malone') ,61
('Pop Style', 'Drake') ,84
('Cowboy Casanova', 'Carrie Underwood') ,68
('The Christmas Song (Chestnuts Roasting On An Open Fire)', 'Justin Bieber') ,39
('The Invisible Man - Remastered 2011', 'Queen') ,64
('Float On', 'Modest Mouse') ,41
('Do It Again Put Ya Hands Up - Instrumental Hip Hop Rap Rnb Dirty South Freestyle Mixtape Dj Reggaeton 2011', 'Best Instrumentals Beats and Ringtones') ,0
("I Believe I Can Fly (From 'Space Jam')", 'Dan Hill') ,249
('Tonight Is The Night', 'Le Click') ,56
("B.M.F. (Blowin' Money Fast)", 'Rick Ross') ,48
('Toms Diner', 'Thomas Anthony') ,249
('Deuces', 'Chris Brown') ,91
('Twerk (feat. Cardi B)', 'City Girls') ,4
('Keep Their Heads Ringin\' (From "Friday")', "Compton's Most Dangerous MC") ,0
('Love Me Like You Mean It', 'Kelsea Ballerini') ,53
('Did My Time', 'Korn') ,35
('Take Back Home Girl (feat. Tori Kelly)', 'Chris Lane') ,0
('Dont Bother Me', 'Soul Asylum') ,46
('Tonight', 'Def Leppard') ,48
('Beautiful Trauma', 'P!nk') ,49
('Hey Look Ma, I Made It', 'Panic! At The Disco') ,37
('Sit Next to Me', 'Foster The People') ,52
('With You', 'Lila McCann') ,35
('Love Me For Life', 'Stevie B') ,45
("Lot Of Leavin' Left To Do", 'Dierks Bentley') ,51
('Tough Little Boys', 'Gary Allan') ,57
('Come To My Window', 'Melissa Etheridge') ,42
('You Used To Love Me', 'Faith Evans') ,50
('Forgive', 'Rebecca Lynn Howard') ,59
('Shelter Me', 'Cinderella') ,59
('Southern Comfort Zone', 'Brad Paisley') ,56
('Peaches', 'The Presidents Of The United States Of America') ,28
('Waiting For You', 'Seal') ,38
('I Want You Back', 'The Jackson 5') ,61
('Hood Figga', 'Gorilla Zoe') ,71
('DUELE EL CORAZON', 'Enrique Iglesias') ,3
('Weak', 'AJR') ,41
('Tonight', 'Jonas Brothers') ,46
('I dont let go', 'XXXTENTACION') ,28
('41 Mosquitoes Flying In Formation', 'Tame Impala') ,35
('This I Promise You', '*NSYNC') ,47
('Shape of My Heart', 'Backstreet Boys') ,46
('Aerials', 'System Of A Down') ,33
('Body on Me', 'Rita Ora') ,57
('Everything Changes', 'Kathy Troccoli') ,42
('Bad and Boujee (feat. Lil Uzi Vert)', 'Migos') ,7
('If I Lose Myself - Alesso vs OneRepublic', 'OneRepublic') ,22
('Love of a Woman', 'Travis Tritt') ,51
('Will You Marry Me?', 'Paula Abdul') ,49
('Pills N Potions', 'Nicki Minaj') ,50
('Beauty and the Beast', 'Ariana Grande') ,23
('Out Of Tears', 'The Rolling Stones') ,22
('Whipped', 'Jon Secada') ,55
('Run Away', 'Real McCoy') ,26
('Break Ya Neck', 'Busta Rhymes') ,103
('Graduation (Friends Forever)', 'Vitamin C') ,87
('No Mistakes', 'Patty Smyth') ,60
('Through Glass', 'Stone Sour') ,49
('Domino', 'Jessie J') ,37
('So Far Away', 'Staind') ,35
('Scary Monsters and Nice Sprites', 'Skrillex') ,11
('Cover You In Kisses', 'John Michael Montgomery') ,29
('Lady Marmalade - From "Moulin Rouge" Soundtrack', 'Christina Aguilera') ,0
('The Sound Of Silence', 'Disturbed') ,37
('B Girls', 'Young & Restless') ,83
('Why We Thugs', 'Ice Cube') ,73
('Love So Soft', 'Kelly Clarkson') ,47
('Lights Down Low', 'MAX') ,51
('Crimson And Clover', 'Sf Spanish Fly') ,198
('I Want You', 'Jody Watley') ,35
('Say It Right - Main', 'Nelly Furtado') ,47
('Got Me Waiting', 'Heavy D & The Boyz') ,94
("I Don't Ever Want to See You Again", 'Uncle Sam') ,92
('I Lived It', 'Blake Shelton') ,49
('Stir Fry', 'Migos') ,59
('E.T.', 'Katy Perry') ,32
('Take it On Back', 'Chase Bryant') ,53
('Last Dayz', 'Onyx') ,87
('Faded', 'Alan Walker') ,25
('Uproar', 'Lil Wayne') ,66
('Feel That Fire', 'Dierks Bentley') ,42
('Music Sounds Better With You - 12" Club Mix', 'Stardust') ,8
('Born This Way', 'Lady Gaga') ,48
('IDOL', 'BTS') ,23
('Ice Ice Baby', 'Vanilla Ice') ,72
('P.A.S.S.I.O.N.', 'Isaac Turner') ,209
('Make Love Like A Man', 'Def Leppard') ,50
('Jet Lag (feat. Young Scooter)', 'Future') ,75
('Dirty Laundry', 'Carrie Underwood') ,39
('Time After Time', 'INOJ') ,37
('Lost Boy', 'Ruth B.') ,63
('Collard Greens', 'ScHoolboy Q') ,71
('Part Of Me', 'Katy Perry') ,49
('Air Force Ones', 'Nelly') ,95
('No Such Thing', 'John Mayer') ,61
('You Think You Know Her', 'Cause & Effect') ,40
('Timeless (DJ SPINKING)', 'A Boogie Wit da Hoodie') ,0
('Right Beside You', 'Sophie B. Hawkins') ,56
('Your Everything', 'Keith Urban') ,44
('Backwoods', 'Justin Moore') ,33
('Top of the World', 'Van Halen') ,43
('Home', 'Michael Bubl') ,43
('Baby', 'Brandy') ,51
('Help Somebody', 'Van Zant') ,68
('Headlines', 'Drake') ,99
("My Lovin' (You're Never Gonna Get It)", 'En Vogue') ,57
('Say Amen (Saturday Night)', 'Panic! At The Disco') ,54
("break up with your girlfriend, i'm bored", 'Ariana Grande') ,65
('Catch My Breath', 'Kelly Clarkson') ,46
('Like I Love You', 'Justin Timberlake') ,89
('Fire and Flame', 'Tr') ,22
('Upside Down', 'Jack Johnson') ,45
('Ghetto', 'Akon') ,63
('sugar honey ice & tea', 'Bring Me The Horizon') ,54
('Roll Out (My Business)', 'Unwrapped') ,225
('Crazy Bitch', 'Buckcherry') ,44
('Love You More', 'Ginuwine') ,58
('Say Yes', 'Floetry') ,52
('More Than Miles', 'Brantley Gilbert') ,51
('Someone You Used To Know', 'Collin Raye') ,41
('I Will Not Bow', 'Breaking Benjamin') ,30
('Because of You', 'Kelly Clarkson') ,62
("Where It's at, Yep Yep (Instrumental Version)", 'Justin Land') ,0
('Bad for You (feat. Nicki Minaj)', 'Meek Mill') ,90
('Fireball (feat. John Ryan)', 'Pitbull') ,54
('Pop, Lock & Drop It', 'Huey') ,83
('Love Crazy', 'Atlantic Starr') ,77
('I Saw You Dancing', 'Yaki-Da') ,36
("Burnin' Up", 'Jonas Brothers') ,47
('Secret Garden', 'Bruce Springsteen') ,46
('So What The Fuss', 'Stevie Wonder') ,75
('Havana', 'Kenny G') ,64
('In The End', 'Linkin Park') ,60
('When I Close My Eyes', 'Shanice') ,52
("Stuntin' Like My Daddy - Street", 'Birdman') ,20
('Say You Wont Let Go', 'Ronald Emery') ,38
('Living in Danger', 'Ace of Base') ,37
('Dream On - 2007 Remastered Version', 'Depeche Mode') ,0
('Heartspark Dollarsign', 'Everclear') ,47
('Kiss Tomorrow Goodbye', 'Luke Bryan') ,51
('$ave Dat Money (feat. Fetty Wap & Rich Homie Quan)', 'Lil Dicky') ,107
('Ten Rounds with Jose Cuervo - Recall Mix', 'Tracy Byrd') ,0
('Slither', 'Velvet Revolver') ,24
('What I\'ve Been Looking For (Reprise) - From "High School Musical"/Soundtrack Version', 'Troy') ,0
('No Air', 'Jordin Sparks') ,59
("Betcha Can't Do It Like Me", 'D4L') ,79
('do re mi', 'blackbear') ,52
('My Side of the Bed', 'Susanna Hoffs') ,38
('I Do Not Hook Up', 'Kelly Clarkson') ,64
('What a Girl Wants', 'Christina Aguilera') ,55
('Danger (with Migos & Marshmello)', 'Migos') ,36
('Romeo & Juliet', 'Trippie Redd') ,28
('Blas (feat. Future & Rae Sremmurd)', 'Ty Dolla $ign') ,117
('Im So Hood (feat. T Pain, Trick Daddy & Rick Ross And Plies)', 'DJ Kahled') ,0
('Gangsta Girl', 'Big Tymers') ,87
('Into You', 'Ariana Grande') ,59
('Thunderclouds (with Sia, Diplo & Labrinth)', 'Sia') ,8
('Lover, Lover', 'Jerrod Niemann') ,52
('Heal the World', 'Michael Jackson') ,65
("Love's Gonna Make It Alright", 'George Strait') ,57
('Honey Bee', 'Blake Shelton') ,65
('Papers', 'Usher') ,85
('Stronger Woman', 'Jewel') ,59
('With You Tonight (Hasta El Amanecer)', 'Nicky Jam') ,64
('Mary Did You Know - The Voice Performance', 'Jordan Smith') ,196
('Questions', 'Chris Brown') ,47
('Somebody Told Me', 'The Killers') ,46
('Chains', 'Tina Arena') ,48
("Sneakin' Sally Through The Alley", 'Robert Palmer') ,43
('Choose', 'Color Me Badd') ,54
('I See Your Smile', 'Gloria Estefan') ,54
('Girls Dem Sugar', 'Beenie Man') ,61
('Avenues', 'Whiskeytown') ,40
('Grillz - Dirty', 'Nelly') ,97
('Can You Feel the Love Tonight - End Title/ From "The Lion King"/Soundtrack Version', 'Elton John') ,0
('Dreaming Of You', 'Selena') ,50
('Human Wheels', 'John Mellencamp') ,22
('One Call Away', 'Charlie Puth') ,51
('That Kind of Girl', 'Jeff Woolsey') ,217
('Loving Is Easy', 'Rex Orange County') ,33
('Weak', 'SWV') ,50
('Redneck Yacht Club', 'Craig Morgan') ,35
('Mountains', 'Lonestar') ,56
('B R Right (feat. Ludacris)', 'Trina') ,88
('Two Is Better Than One', 'Boys Like Girls') ,59
('Forever', 'Chris Brown') ,65
('Follow My Heartbeat', 'Engelbert Humperdinck') ,0
('Ours', 'Taylor Swift') ,61
("So What'Cha Want", 'Beastie Boys') ,92
('Trippin Baby', 'Fetty Wap') ,45
('Whered You Go', 'A.K.A.') ,36
('Hush Little Lady', 'Corey') ,180
('Come In With The Rain', 'Taylor Swift') ,48
('The One That Got Away', 'Jake Owen') ,32
('Give Me Just One Night (Una Noche)', '98') ,43
('Weak And Powerless', 'A Perfect Circle') ,32
('One More Try', 'Kristine W') ,50
('I Fell In Love', 'Rockell') ,52
('Shiny Happy People', 'R.E.M.') ,17
('I Do', 'Colbie Caillat') ,67
('Breakaway', 'Kelly Clarkson') ,54
('A Little More Summertime', 'Jason Aldean') ,41
('What Your Life Like', 'Lil Durk') ,76
('Just Another Day In Paradise', 'Phil Vassar') ,45
('Postcard From Paris', 'The Band Perry') ,60
('Crew (feat. Brent Faiyaz & Shy Glizzy)', 'GoldLink') ,7
('The Earth, The Sun, The Rain', 'Color Me Badd') ,46
('Rocketeer', 'Far East Movement') ,64
('Lemon', 'N.E.R.D') ,64
('Women Lie, Men Lie', 'Yo Gotti') ,64
('High End', 'Chris Brown') ,75
('Money Bag', 'Cardi B') ,61
('Cant Feel My Face', 'The Amity Affliction') ,36
('Perfect Situation', 'Weezer') ,51
('Redbone', 'Childish Gambino') ,54
('Objection (Tango)', 'Shakira') ,47
('Break Down Here', 'Julie Roberts') ,57
('1st Time (feat. Marques Houston)', 'Yung Joc') ,85
("Sittin' Sidewayz (feat. Big Pokey)", 'Paul Wall') ,58
('Real Good Man', 'Tim McGraw') ,53
('Not Over You', 'Gavin DeGraw') ,66
('Last Friday Night (Glee Cast Version)', 'Glee Cast') ,227
('Here Is Gone', 'The Goo Goo Dolls') ,6
('Lost In Japan', 'Shawn Mendes') ,46
('The Ghetto', 'Too $hort') ,125
('chame La Culpa', 'Luis Fonsi') ,24
("My Give A Damn's Busted", 'Jo Dee Messina') ,56
('Another Sad Love Song', 'Toni Braxton') ,55
('Trailerhood', 'Toby Keith') ,47
('King of Anything', 'Sara Bareilles') ,63
('Horse & Carriage', 'Camron') ,85
('The Rising', 'Bruce Springsteen') ,39
('Roar', 'Katy Perry') ,33
('TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix', 'Tory Lanez') ,4
('Roger That', 'Young Money') ,67
('Hanginaround', 'Counting Crows') ,47
('I Miss You (Come Back Home)', 'Monifah') ,81
('Lay It Down', 'Lloyd') ,52
('Sin So Well', 'Rebekah') ,45
('Fatty Girl', 'LL Cool J') ,94
('Take You Down', 'Chris Brown') ,66
('STARSTRUKK (feat. KATYPERRY)', '3OH!3') ,51
('Gotta Man', 'Eve') ,101
('Helena (So Long & Goodnight)', 'My Chemical Romance') ,34
('Juice', 'Yo Gotti') ,44
('No Such Thing as a Broken Heart', 'Old Dominion') ,65
('We Trying to Stay Alive', 'Wyclef Jean') ,71
('Animal I Have Become', 'Three Days Grace') ,24
('Bounce With Me - Edited Album Version', 'Bow Wow') ,0
('The Body (feat. Jeremih)', 'Wale') ,6
('Look Alive (feat. Drake)', 'BlocBoy JB') ,5
('Suavemente', 'Elvis Crespo') ,1
('The Hand That Feeds', 'Nine Inch Nails') ,42
('Nastradamus', 'Nas') ,79
('Too Late, Too Soon', 'Jon Secada') ,40
('It Must Be Love - Single Version', 'Ty Herndon') ,0
("Money Don't Matter 2 Night", 'Prince') ,60
('The Baby', 'Blake Shelton') ,67
('All I Want', 'Toad The Wet Sprocket') ,29
('Best Song Ever', 'One Direction') ,42
('BOOM', 'X Ambassadors') ,31
('Read Your Mind', 'Avant') ,60
('There It Go (The Whistle Song)', 'Juelz Santana') ,64
('The Way You Do The Things You Do', 'UB40') ,30
('Come With Me', 'Shai') ,42
('Blinded By Love', 'Natalie Portman') ,29
('Pop That Booty - feat. Jermaine "JD" Dupri', 'Marques Houston') ,0
('21 Guns', 'Green Day') ,46
("Keep Them Kisses Comin'", 'Craig Campbell') ,53
('Dirty Dancer', 'Enrique Iglesias') ,46
('El Amante', 'Nicky Jam') ,3
("Tell Me 'Bout It", 'Joss Stone') ,68
('Whats My Age Again? (Instrumental Track With Background Vocals)[Karaoke in the style of Blink 182]', 'Easy Karaoke Players') ,0
('Cry For You', 'Jodeci') ,68
('From the Bottom of My Broken Heart', 'Britney Spears') ,54
('These Are The Times', 'Dru Hill') ,61
('Suit & Tie', 'Justin Timberlake') ,79
('I Go Back', 'Kenny Chesney') ,54
('Cheyenne', 'Jason Derulo') ,42
('Hanky Panky', 'Madonna') ,55
('The Obvious Child', 'Paul Simon') ,56
('Tornado', 'Little Big Town') ,51
('Home Sweet Home', 'Mtley Cre') ,93
('Rude', 'MAGIC!') ,54
('Come Back To Me', 'Janet Jackson') ,38
('Go On Girl', 'Ne-Yo') ,67
('Find Your Love', 'Drake') ,46
('I Just Wanna Be Mad', 'Terri Clark') ,58
('Riff Off: Mickey/Like A Virgin/Hit Me With Your Best Shot/S&M/Lets Talk About Sex/Ill Make Love To You/Feels Like The First Time/No Diggity', 'The Barden Bellas') ,80
('Nowadays (feat. Landon Cube)', 'Lil Skies') ,3
('Natural One - From "Kids"', 'Movie Sounds Unlimited') ,248
('Do You See', 'Warren G') ,105
('For Your Entertainment', 'Adam Lambert') ,53
('Freaks - Radio Edit', 'Timmy Trumpet') ,38
('Louder Than Love', 'TKA') ,49
('Hard To Love', 'Lee Brice') ,35
('You Light Up My Life', 'LeAnn Rimes') ,31
('La La', 'Ashlee Simpson') ,30
('Loser Like Me (Glee Cast Version)', 'Glee Cast') ,64
('Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version', 'Paul McCartney') ,19
('TKO', 'Justin Timberlake') ,68
('I Knew I Loved You', 'Savage Garden') ,35
("Rock Wit'cha", 'Bobby Brown') ,54
('Spice Up Your Life', 'Spice Girls') ,34
('Everything Is Everything', 'Ms. Lauryn Hill') ,55
("I Don't Want To Wait", 'Paula Cole') ,61
('Animal', 'Neon Trees') ,47
('Dont Go Breaking My Heart', 'Syd Dale Orchestra') ,0
("Love Don't Cost a Thing", 'Jennifer Lopez') ,69
('Heartache On The Dance Floor', 'Jon Pardi') ,56
('Give You What You Want (Fa Sure)', 'Chico DeBarge') ,63
('L.a. Song', 'Beth Hart') ,64
('My Sacrifice', 'Creed') ,37
('I Found You', 'The Wanted') ,58
('Still A G Thang', 'Snoop Dogg') ,104
('Determinate - From "Lemonade Mouth"', 'Adam Hicks') ,0
('I Look to You', 'Whitney Houston') ,43
('Defy You', 'The Offspring') ,31
('Smack My Bitch Up', 'The Prodigy') ,3
('Use It Up and Wear It Out - 12" Single Edit', 'Odyssey') ,228
('Stupid Girl', 'Garbage') ,18
('Hold On My Heart - 2007 Remastered Version', 'Genesis') ,36
('Tic Toc', 'Lords Of The Underground') ,93
('Little Talks', 'Of Monsters and Men') ,64
('Money To Blow - Street Version', 'Birdman') ,216
('Dip (feat. Nicki Minaj)', 'Tyga') ,89
('You Know What I Mean', 'Cults') ,37
('Vans', 'The Pack') ,83
('Tell Me Something Good', 'Rufus') ,35
('Flathead', 'The Fratellis') ,57
('I Get Around', '2Pac') ,100
('Tell Me', 'Bobby V.') ,69
('Snap Backs & Tattoos', 'Driicky Graham') ,62
("She's Not the Cheatin' Kind", 'Brooks & Dunn') ,47
('Never 2 Much Of U', 'Dino') ,74
('November Rain', "Guns N' Roses") ,68
('Janie`s Got a Gun', 'Sweet Little Band') ,220
('These Heaux', 'Bhad Bhabie') ,58
('Stupid Girls', 'P!nk') ,49
('L.A. Woman', 'Billy Idol') ,49
('Heaven', 'Solo') ,42
('Youll Be In My Heart', 'George Benson') ,205
('Some Girls (Dance With Women)', 'JC Chasez') ,69
('Get Back', 'Demi Lovato') ,61
('Fat Lip', 'Sum 41') ,77
('All The Right Moves', 'OneRepublic') ,57
('Drive Me Wild', 'Sawyer Brown') ,45
('Hillbilly Shoes', 'Montgomery Gentry') ,47
('Anaconda', 'Nicki Minaj') ,72
('I Cant Help It (If Im Still In Love With You) - Remastered 2015', 'Roy Orbison') ,0
('Who Said I Would - 2016 Remaster', 'Phil Collins') ,238
('All Around the World', 'Lisa Stansfield') ,53
('MakeDamnSure', 'Taking Back Sunday') ,13
('All Through The Night', 'Tone-Loc') ,73
('Here We Come a-Caroling / We Wish You a Merry Christmas', 'Perry Como') ,14
('Ayo Technology', '50 Cent') ,87
('Seven Nation Army', 'The White Stripes') ,45
("I'm Over It Now", 'Marvin Winans') ,73
('Beautiful Now', 'Zedd') ,33
('Dont Stop the Music', '2NE1') ,9
('Feels So Good', 'Xscape') ,53
('One At A Time (feat. Kirk Whalum)', 'Lindsey Webster') ,0
('Red Light', 'David Nail') ,52
('The Only Exception', 'Paramore') ,47
('Somebody Like You', 'Keith Urban') ,66
('Dessert', 'Dawin') ,53
('Steady Mobbin', 'Young Money') ,86
('Its So Hard to Say Goodbye to Yesterday - The Voice Performance', 'Damien') ,0
('Mine', 'Bazzi') ,52
('Made Up My Mind', 'Safire') ,57
('Butta Love', 'Next') ,67
("When I'm Gone", '3 Doors Down') ,51
('Just Like Jesse James', 'Cher') ,65
('Fire Escape', 'Fastball') ,28
('Someone To Call My Lover', 'Janet Jackson') ,58
('500 Miles', 'The Hooters') ,24
('Bad Things (with Camila Cabello)', 'Machine Gun Kelly') ,152
('Thats Me Right There', 'Jasmine V') ,62
('Ready or Not', 'Bridgit Mendler') ,47
('Wasted Time', 'Keith Urban') ,70
('Beautiful (feat. Camila Cabello)', 'Bazzi') ,8
('Unusually Unusual', 'Lonestar') ,40
('I Got It From My Mama', 'will.i.am') ,59
('From This Moment On', 'Shania Twain') ,53
('You Are Everything', 'Dru Hill') ,52
('High Maintenance Woman - Single Version', 'Toby Keith') ,210
('Mac Dre Day (feat. Nef the Pharaoh, J-Diggs, D-Lo & Mistah Fab)', 'Mac Dre') ,0
('Sweetness', 'Jimmy Eat World') ,22
('What You Gon Do Bout It?', 'Hustle Gang') ,97
('Points Of Authority / 99 Problems / One Step Closer', 'JAY Z') ,99
('When You Lie Next To Me', 'Kellie Coffey') ,46
('Hungry Like The Wolf / Rio (Glee Cast Version)', 'Glee Cast') ,0
('Lost in the Fire (feat. The Weeknd)', 'Gesaffelstein') ,0
('Remedy', 'Seether') ,48
('Only Women Bleed', 'Alice Cooper') ,45
('Beautiful', 'Eminem') ,121
('Mrs. Officer', 'Lil Wayne') ,72
('Hey Brother', 'Avicii') ,19
("I Don't Know About You", 'Chris Lane') ,59
('Oops (Oh My) - feat. Missy Elliott', 'Tweet') ,37
('I Miss You', 'Aaron Hall') ,69
('JAPAN', 'Famous Dex') ,59
('Closer To Love', 'Mat Kearney') ,57
('First Of The Year (Equinox)', 'Skrillex') ,3
('Lips Of An Angel', 'Hinder') ,42
('Wake Up', 'Fetty Wap') ,63
('Secret', 'Heart') ,65
('New Americana', 'Halsey') ,40
('Halfcrazy - Album Version (Edited)', 'Musiq Soulchild') ,0
('Just the Way You Are', 'Bruno Mars') ,48
